peptide_name,nanopore_name,voltage,peptide_conc,transition_from,transition_to,best_model,bic,r_squared,tau_mean,tau_mean_err,tau_fast,A_fast,tau_fast_err,A_fast_err,tau_middle,A_middle,tau_middle_err,A_middle_err,tau_slow,A_slow,tau_slow_err,A_slow_err
guesthost_Ala,PA,50,20.0,2,0,2-exp,-758.184,0.684571,0.00330371,0.000199678,0.00201299,1.0,0.000608617,0.139939,0.00489763,0.263539,0.000806767,0.197058,0.00489763,0.263539,0.000806767,0.197058
guesthost_Ala,PA,50,20.0,2,1,2-exp,-2773.25,0.993939,0.0144554,,0.0128574,0.804291,0.944897,528969.0,0.0128579,0.319981,2.38238,528969.0,0.0128579,0.319981,2.38238,528969.0
guesthost_Ala,PA,50,20.0,2,3,3-exp,-10759.4,0.990513,0.0109015,2.46327e-05,0.00561801,0.732498,0.00037771,0.0930774,0.0119372,0.494335,0.0011152,0.0847953,0.0302419,0.0292742,0.00466191,0.0166029
guesthost_Ala,PA,25,20.0,0,1,3-exp,-2619.49,0.99777,0.0253411,0.000155899,0.0100411,0.294118,0.0011696,0.0401516,0.0256785,0.806258,0.000637938,0.0432875,0.22769,0.00739741,0.0567668,0.00187733
guesthost_Ala,PA,25,20.0,0,2,3-exp,-3520.99,0.996975,0.0377664,0.000134585,0.0182998,1.0,0.000501697,0.0278051,0.0468658,0.279351,0.00228613,0.0323696,0.410389,0.015533,0.0158926,0.00080184
guesthost_Ala,PA,25,20.0,0,3,3-exp,-1388.36,0.997078,0.0358598,0.000335706,0.00820386,0.908586,0.000518315,0.037561,0.0374506,0.65578,0.000944815,0.0212062,0.296472,0.0129743,0.0680626,0.0030684
guesthost_Ala,PA,25,20.0,1,0,2-exp,-1289.99,0.9533,0.00577871,8.68551e-05,0.00261803,1.0,0.000286804,0.0565677,0.00806067,0.392111,0.000405952,0.0582606,0.00806067,0.392111,0.000405952,0.0582606
guesthost_Ala,PA,25,20.0,1,2,2-exp,-1326.37,0.979809,0.00775625,8.19543e-05,0.00290684,0.568434,0.000551873,0.0572732,0.00782484,0.780068,0.00024228,0.0778996,0.00782484,0.780068,0.00024228,0.0778996
guesthost_Ala,PA,25,20.0,1,3,2-exp,-268.233,0.920295,0.00490473,0.000175769,0.00348516,0.92275,4.12898,4417090.0,0.00348529,0.48455,7.45694,4417090.0,0.00348529,0.48455,7.45694,4417090.0
guesthost_Ala,PA,25,20.0,2,0,2-exp,-2378.29,0.982817,0.0220851,0.000165564,0.00244099,1.0,0.00013946,0.0580946,0.0472346,0.415884,0.000467973,0.00636063,0.0472346,0.415884,0.000467973,0.00636063
guesthost_Ala,PA,25,20.0,2,1,3-exp,-1872.59,0.995554,0.0384442,0.000150779,0.00315633,0.331687,0.000654188,0.0420148,0.0284895,0.489254,0.00189511,0.0212075,0.0737014,0.318293,0.00205053,0.0280066
guesthost_Ala,PA,25,20.0,2,3,2-exp,-4062.54,0.899116,0.00788431,9.04623e-05,0.00642965,1.0,9.93861e-05,0.0166834,0.10175,0.0142965,0.0090773,0.00144013,0.10175,0.0142965,0.0090773,0.00144013
guesthost_Trp,PA,30,90.0,0,2,3-exp,-13830.3,0.99864,0.0711472,9.91394e-05,0.0294359,1.0,0.000102701,0.0020379,0.202039,0.120836,0.00246287,0.00117474,1.0,0.0172977,0.0126626,0.000442929
guesthost_Trp,PA,30,90.0,0,3,2-exp,-198.114,0.977455,0.616984,0.0124527,0.305649,0.483322,0.0712568,0.087239,1.0,0.469257,0.0781811,0.0916224,1.0,0.469257,0.0781811,0.0916224
guesthost_Trp,PA,30,90.0,2,0,2-exp,-10707.8,0.993925,0.0195357,5.06486e-05,0.0133199,0.651563,0.60376,220446.0,0.0133205,0.815059,0.520884,220446.0,0.0133205,0.815059,0.520884,220446.0
guesthost_Trp,PA,30,90.0,2,3,1-exp,-92.0482,0.781956,0.00594426,0.000423252,0.00594426,0.808016,0.000423252,0.0626406,,,,,,,,
guesthost_Tyr,PA,80,20.0,0,1,3-exp,-8822.35,0.988472,0.0832181,0.000374121,0.0136823,1.0,0.000214226,0.0105982,0.143973,0.267732,0.00235236,0.00380968,1.0,0.0309897,0.0133437,0.000838412
guesthost_Tyr,PA,80,20.0,0,2,3-exp,-1352.67,0.74923,0.145255,0.00531126,0.00997469,1.0,0.0031928,0.166218,0.0376135,0.374282,0.0135956,0.219196,1.0,0.121202,0.0222984,0.00699329
guesthost_Tyr,PA,80,20.0,1,0,3-exp,-4313.94,0.957627,0.00866851,0.00115108,0.0012756,0.999998,0.00241545,0.645677,0.00282867,0.602402,0.00217344,1.60152,0.0169679,0.335276,0.000320141,0.015297
guesthost_Tyr,PA,80,20.0,1,2,3-exp,-12592.9,0.987228,0.00910493,1.35889e-05,0.00605755,0.676516,0.902398,304516.0,0.00605801,0.433921,1.35973,304516.0,0.0205318,0.11583,0.000443698,0.00822552
guesthost_Tyr,PA,80,20.0,1,3,1-exp,-248.408,0.932033,0.00614017,0.000176755,0.00614017,0.978946,0.000176755,0.0367044,,,,,,,,
guesthost_Tyr,PA,80,20.0,2,0,2-exp,-3523.82,0.892202,0.0105767,0.000139338,0.00248465,1.0,0.000214053,0.0808396,0.0353158,0.229134,0.000751649,0.00785399,0.0353158,0.229134,0.000751649,0.00785399
guesthost_Tyr,PA,80,20.0,2,1,2-exp,-11399.9,0.997288,0.036026,4.7419e-05,0.00254594,0.268718,0.000246592,0.0252327,0.0418276,0.844942,6.30723e-05,0.00207535,0.0418276,0.844942,6.30723e-05,0.00207535
guesthost_Tyr,PA,80,20.0,2,3,3-exp,-18411.8,0.997108,0.027983,2.98999e-05,0.00411044,0.510545,9.16372e-05,0.00580046,0.0336442,0.472849,0.000615753,0.010994,0.0627868,0.158883,0.00112087,0.0134034
guesthost_Thr,PA,70,20.0,0,1,3-exp,-2067.72,0.635054,0.0807604,0.00366695,0.00556529,1.0,0.00443034,0.735164,0.0119148,1.0,0.00368185,1.03382,1.0,0.0632804,0.0208226,0.00383316
guesthost_Thr,PA,70,20.0,0,2,3-exp,-5929.36,0.862395,0.0688903,0.001532,0.0055468,1.0,0.00187271,0.183639,0.0136587,0.918214,0.00158775,0.310868,1.0,0.0508019,0.0131945,0.00152883
guesthost_Thr,PA,70,20.0,0,3,2-exp,-81.4713,0.872311,0.0231877,0.00345137,0.0100402,1.0,0.00210807,0.182678,0.168529,0.0780135,0.0894561,0.0348555,0.168529,0.0780135,0.0894561,0.0348555
guesthost_Thr,PA,70,20.0,1,0,2-exp,-817.03,0.426099,0.00296589,0.00044801,0.00162582,1.0,0.0011216,0.346472,0.00330156,0.405888,0.000734369,0.505546,0.00330156,0.405888,0.000734369,0.505546
guesthost_Thr,PA,70,20.0,1,2,3-exp,-6800.75,0.897378,0.00599545,8.92234e-05,0.00378738,0.675069,0.752498,1248190.0,0.00378809,0.811775,0.633983,1248190.0,0.0436994,0.00832114,0.00576142,0.00151913
guesthost_Thr,PA,70,20.0,1,3,2-exp,-1189.27,0.81763,0.0054293,0.000122315,0.0032556,1.0,0.00126582,1.17104,0.00472154,0.460378,0.00156929,1.23761,0.00472154,0.460378,0.00156929,1.23761
guesthost_Thr,PA,70,20.0,2,0,2-exp,-3845.7,0.663251,0.00305505,3.66856e-05,0.00281211,1.0,6.98665e-05,0.0257276,0.0352814,0.00688593,0.00593016,0.00136117,0.0352814,0.00688593,0.00593016,0.00136117
guesthost_Thr,PA,70,20.0,2,1,3-exp,-4083.95,0.926919,0.00875563,0.00040075,0.00153335,1.0,0.00111131,0.288169,0.00356247,0.698104,0.00104836,0.654889,0.0519076,0.0912256,0.00142541,0.00402113
guesthost_Thr,PA,70,20.0,2,3,3-exp,-54517.5,0.970855,0.0103173,1.40499e-05,0.00575711,0.870673,0.168097,255324.0,0.00575785,0.78356,0.231481,255324.0,0.0437354,0.0181355,0.000729083,0.000588836
guesthost_Thr,PA,30,74.0,0,1,3-exp,-8595.42,0.998646,0.0323013,0.00140298,0.014615,0.389324,0.000540851,0.0176516,0.0361254,0.722732,0.000410569,0.0191203,1.0,0.000502332,3.73416,0.000542458
guesthost_Thr,PA,30,74.0,0,2,3-exp,-8036.52,0.997686,0.0399203,0.000103865,0.0105488,0.472683,0.000432042,0.0109633,0.0360235,0.868795,0.000194985,0.0107248,1.0,0.00363707,0.0236966,0.000115505
guesthost_Thr,PA,30,74.0,0,3,3-exp,-5605.79,0.998298,0.0382909,7.08909e-05,0.0155838,0.613021,0.000618439,0.0257652,0.0374757,0.66008,0.0006493,0.0303448,0.321587,0.0124406,0.00965057,0.000557936
guesthost_Thr,PA,30,74.0,1,0,2-exp,-2874.12,0.912946,0.00720641,8.59917e-05,0.00261594,1.0,0.000172565,0.0558589,0.0199433,0.230176,0.000519776,0.011056,0.0199433,0.230176,0.000519776,0.011056
guesthost_Thr,PA,30,74.0,1,2,3-exp,-3789.78,0.987965,0.0142887,0.00920551,0.00454065,0.672954,0.000214415,0.0151046,0.0235297,0.447381,0.00064096,0.0135837,1.0,0.000706301,15.4278,0.00183819
guesthost_Thr,PA,30,74.0,1,3,3-exp,-2363.31,0.93331,0.00709686,0.000156237,0.00282241,0.327822,4.78941,2152620.0,0.0028237,0.879934,1.50539,2152630.0,0.0223721,0.164801,0.000874077,0.013429
guesthost_Thr,PA,30,74.0,2,0,2-exp,-2432.11,0.83848,0.00659967,0.000122982,0.00291664,1.0,0.000156467,0.0460164,0.0397406,0.0926768,0.00182278,0.00642711,0.0397406,0.0926768,0.00182278,0.00642711
guesthost_Thr,PA,30,74.0,2,1,3-exp,-4685.32,0.994832,0.0285811,0.0010371,0.000956151,1.0,0.000641517,1.72135,0.0288909,0.784079,0.000660387,0.0232125,0.0591244,0.0840985,0.00486958,0.0266413
guesthost_Thr,PA,30,74.0,2,3,3-exp,-5169.22,0.936011,0.00601784,6.63545e-05,0.00307308,0.830648,2.1713,1442950.0,0.00307552,0.499054,3.43977,1442950.0,0.0290855,0.0663678,0.00110982,0.00482936
guesthost_Phe,PA,40,19.0,0,1,3-exp,-1614.63,0.82037,0.122618,0.00415809,0.00412669,0.480736,0.00143155,0.100652,0.0484023,0.582283,0.00367755,0.0385415,1.0,0.09245,0.0224479,0.0057763
guesthost_Phe,PA,40,19.0,0,2,2-exp,-362.873,0.777861,0.173217,0.0101743,0.0527181,0.828558,0.00527655,0.0499255,1.0,0.129537,0.0453945,0.014404,1.0,0.129537,0.0453945,0.014404
guesthost_Phe,PA,40,19.0,0,3,3-exp,-724.031,0.986834,0.104566,0.0017153,0.0187003,0.441504,0.00418081,0.0485515,0.0953501,0.684274,0.00492446,0.0448653,1.0,0.031064,0.0762132,0.00438984
guesthost_Phe,PA,40,19.0,1,0,3-exp,-3427.18,0.981824,0.0152647,0.000162983,0.00175498,1.0,0.000290116,0.14737,0.0105354,0.432026,0.000912032,0.0359745,0.0470562,0.190372,0.00110949,0.0105021
guesthost_Phe,PA,40,19.0,1,2,3-exp,-24469.8,0.994016,0.0126949,1.36065e-05,0.0103391,0.762745,8.43884,133554.0,0.0103391,0.330883,19.4514,133554.0,0.0560458,0.0247614,0.000985054,0.000990661
guesthost_Phe,PA,40,19.0,1,3,2-exp,-1198.06,0.984438,0.0256752,0.000260685,0.00229345,1.0,0.000233425,0.104984,0.0481117,0.485989,0.000619566,0.00972926,0.0481117,0.485989,0.000619566,0.00972926
guesthost_Phe,PA,40,19.0,2,0,2-exp,-606.385,0.88125,0.00649781,0.000179931,0.00264213,1.0,0.000443389,0.130633,0.0186275,0.206989,0.00141878,0.0287636,0.0186275,0.206989,0.00141878,0.0287636
guesthost_Phe,PA,40,19.0,2,1,3-exp,-26910.4,0.99664,0.0172384,1.50515e-05,0.0150944,0.909438,0.000446842,0.0990075,0.0248589,0.126775,0.00591186,0.0932591,0.0643408,0.00558734,0.0238117,0.00736056
guesthost_Phe,PA,40,19.0,2,3,2-exp,-707.398,0.845425,0.00403685,0.000249903,0.00278902,0.931917,2.71367,4102880.0,0.00278911,0.515476,5.42127,4102880.0,0.00278911,0.515476,5.42127,4102880.0
guesthost_Trp,PA,50,53.0,0,1,3-exp,-2555.64,0.997039,0.0464986,0.000224364,0.0120823,0.607253,0.000650374,0.0374435,0.0354332,0.336568,0.00231035,0.0394845,0.359528,0.0757548,0.00565397,0.00194298
guesthost_Trp,PA,50,53.0,0,2,3-exp,-394.104,0.990558,0.0474669,0.00241163,0.00832957,0.847568,0.00208605,0.129277,0.0317187,0.751666,0.00374852,0.125742,0.451198,0.0367138,0.167814,0.0112887
guesthost_Trp,PA,50,53.0,0,3,1-exp,-87.8209,1.0,3.09097,inf,3.09097,0.670452,inf,inf,,,,,,,,
guesthost_Trp,PA,50,53.0,1,0,2-exp,-2105.8,0.992273,0.0140983,6.33754e-05,0.0056116,0.784599,0.000173677,0.0134844,0.0267103,0.362986,0.000332653,0.00956272,0.0267103,0.362986,0.000332653,0.00956272
guesthost_Trp,PA,50,53.0,1,2,2-exp,-620.305,0.974809,0.00807467,0.000138396,0.00248681,0.938086,0.000371113,0.100364,0.0107834,0.532471,0.000394317,0.0446461,0.0107834,0.532471,0.000394317,0.0446461
guesthost_Trp,PA,50,53.0,1,3,1-exp,-21.5839,0.934652,0.0439745,0.00520003,0.0439745,0.72214,0.00520003,0.0695335,,,,,,,,
guesthost_Trp,PA,50,53.0,2,0,3-exp,-324.11,0.970818,0.0164164,0.00779392,0.00901475,0.624434,29767.1,2870250.0,0.00901521,0.968799,21889.6,2368510.0,0.00901842,0.22769,11505.2,3318270.0
guesthost_Trp,PA,50,53.0,2,1,2-exp,-696.119,0.986188,0.0170291,0.000244333,0.010691,0.751158,16.2835,971993.0,0.0106911,0.841671,14.4998,971993.0,0.0106911,0.841671,14.4998,971993.0
guesthost_Trp,PA,50,53.0,2,3,1-exp,-2.44919,-2.22045e-16,0.00650248,0.00622209,0.00650248,0.650213,0.00622209,0.000161845,,,,,,,,
guesthost_Tyr,PA,75,20.0,0,1,3-exp,-3795.47,0.866048,0.0972595,0.00144072,0.0181529,0.997362,0.000847295,0.0300963,0.234931,0.214107,0.0169133,0.0100663,1.0,0.0288543,0.0822213,0.00581445
guesthost_Tyr,PA,75,20.0,0,2,3-exp,-2021.28,0.818718,0.0872195,0.00262068,0.0139087,1.0,0.00229074,0.0948313,0.0500197,0.292694,0.0122465,0.122159,1.0,0.0586703,0.0232931,0.00351489
guesthost_Tyr,PA,75,20.0,1,0,2-exp,-2116.49,0.841834,0.00713555,0.000143647,0.00303612,1.0,0.000174587,0.047294,0.0456587,0.0897842,0.00211951,0.0060106,0.0456587,0.0897842,0.00211951,0.0060106
guesthost_Tyr,PA,75,20.0,1,2,3-exp,-14122.5,0.985164,0.00881551,3.70607e-06,0.00595341,0.440249,4.07287,200534.0,0.00595357,0.669173,2.67142,200534.0,0.018481,0.119613,0.000490113,0.0110016
guesthost_Tyr,PA,75,20.0,1,3,1-exp,-154.096,0.933336,0.0058357,0.000221631,0.0058357,1.1,0.000221631,0.0569538,,,,,,,,
guesthost_Tyr,PA,75,20.0,2,0,2-exp,-3126.1,0.801849,0.00905766,0.000171623,0.00264323,1.0,0.000215401,0.0742359,0.0496193,0.129273,0.00166117,0.00651861,0.0496193,0.129273,0.00166117,0.00651861
guesthost_Tyr,PA,75,20.0,2,1,3-exp,-13717.7,0.998169,0.0486121,5.71066e-05,0.00195029,0.39885,0.000175912,0.0446914,0.0564046,0.795624,0.000238774,0.00220325,0.150708,0.0196229,0.006721,0.00265673
guesthost_Tyr,PA,75,20.0,2,3,3-exp,-20073.8,0.996677,0.0375412,4.28637e-05,0.0034364,0.581068,8.09337e-05,0.00803879,0.0414105,0.257244,0.00190771,0.0232829,0.070667,0.352241,0.000975355,0.0254554
guesthost_Phe,PA,35,19.0,0,1,3-exp,-6789.44,0.977836,0.0578083,0.000621991,0.00677882,0.699912,0.000236825,0.0123342,0.0526428,0.37136,0.00125234,0.00875258,1.0,0.0335143,0.0137043,0.000988866
guesthost_Phe,PA,35,19.0,0,2,3-exp,-1396.87,0.995093,0.05273,0.000243191,0.0069653,0.365133,0.0008976,0.0260829,0.0551416,0.622924,0.00303488,0.0286624,0.128966,0.122806,0.0121422,0.0373477
guesthost_Phe,PA,35,19.0,0,3,2-exp,-745.134,0.995373,0.08426,0.000533928,0.0320453,0.805811,0.00107244,0.0156553,0.192181,0.304075,0.00342285,0.00955828,0.192181,0.304075,0.00342285,0.00955828
guesthost_Phe,PA,35,19.0,1,0,3-exp,-8252.7,0.992142,0.0136671,6.59428e-05,0.00187727,0.752831,0.000194382,0.0591607,0.00990706,0.416697,0.000635926,0.0174816,0.0244799,0.33193,0.000356538,0.0175743
guesthost_Phe,PA,35,19.0,1,2,3-exp,-41674.9,0.993104,0.0114412,1.66052e-05,0.00993565,0.765259,0.299664,116105.0,0.00993605,0.376825,0.597996,116105.0,0.093726,0.00100011,0.00840589,0.000121372
guesthost_Phe,PA,35,19.0,1,3,2-exp,-1042.79,0.966595,0.0122381,0.000175292,0.00310941,1.0,0.000206501,0.0532109,0.0349614,0.261109,0.000978565,0.0116791,0.0349614,0.261109,0.000978565,0.0116791
guesthost_Phe,PA,35,19.0,2,0,2-exp,-792.095,0.938107,0.0087363,0.000238288,0.00199565,1.0,0.000481845,0.266319,0.0159948,0.421426,0.000558753,0.0270684,0.0159948,0.421426,0.000558753,0.0270684
guesthost_Phe,PA,35,19.0,2,1,2-exp,-47659.0,0.996661,0.0170552,1.07923e-05,0.0147724,0.882821,0.00011673,0.020415,0.02263,0.177367,0.000427545,0.0211154,0.02263,0.177367,0.000427545,0.0211154
guesthost_Phe,PA,35,19.0,2,3,3-exp,-838.883,0.901607,0.00515545,0.000218023,0.00318725,0.788431,6.17963,4111010.0,0.00318752,0.438313,13.1517,4111010.0,0.0187949,0.0662621,0.00655548,0.0479459
guesthost_Trp,PA,30,18.0,0,2,3-exp,-77620.8,0.989876,0.0626726,9.3109e-05,0.0335703,0.916319,0.000396617,0.0174157,0.0719304,0.214945,0.00209567,0.0186736,1.0,0.0164504,0.00425066,0.000158673
guesthost_Trp,PA,30,18.0,0,3,3-exp,-1243.62,0.996042,0.386872,0.00189251,0.015057,0.347453,0.00230658,0.0343323,0.46197,0.653362,0.0243104,0.0498997,1.0,0.0798067,0.208253,0.0544567
guesthost_Trp,PA,30,18.0,2,0,2-exp,-92502.8,0.995778,0.0204025,1.25563e-05,0.0137922,1.0,0.000694603,0.611284,0.0158552,0.416915,0.00141415,0.612918,0.0158552,0.416915,0.00141415,0.612918
guesthost_Trp,PA,30,18.0,2,3,2-exp,-3094.72,0.977513,0.00892565,4.96608e-05,0.00557642,0.968478,0.000251673,0.0473497,0.0121402,0.290357,0.000621282,0.0551418,0.0121402,0.290357,0.000621282,0.0551418
guesthost_Leu,PA,70,20.0,0,1,1-exp,-27.0151,0.19782,1.64121,0.346452,1.64121,0.399018,0.346452,0.034794,,,,,,,,
guesthost_Leu,PA,70,20.0,0,2,3-exp,-297.292,0.983678,0.0515029,0.00151254,0.0106828,0.784619,12.8742,2037050.0,0.0106924,0.787884,12.2224,2037050.0,0.315682,0.10991,0.0289324,0.0119378
guesthost_Leu,PA,70,20.0,0,3,2-exp,-81.8303,0.966123,0.121821,0.0101167,0.0122698,1.0,0.00213175,0.145533,0.609405,0.179767,0.0800693,0.0186477,0.609405,0.179767,0.0800693,0.0186477
guesthost_Leu,PA,70,20.0,1,0,1-exp,-63.4677,0.660654,0.00305087,0.000304819,0.00305087,1.1,0.000304819,0.140805,,,,,,,,
guesthost_Leu,PA,70,20.0,1,2,2-exp,-410.389,0.975732,0.00921812,0.000159026,0.00648473,0.999999,0.0445963,123.143,0.00719492,0.379907,0.113852,123.202,0.00719492,0.379907,0.113852,123.202
guesthost_Leu,PA,70,20.0,1,3,1-exp,-190.044,0.944049,0.00733266,0.0002425,0.00733266,1.1,0.0002425,0.0500455,,,,,,,,
guesthost_Leu,PA,70,20.0,2,0,1-exp,-43.198,0.3597,0.00413938,0.000613644,0.00413938,0.77015,0.000613644,0.102666,,,,,,,,
guesthost_Leu,PA,70,20.0,2,1,1-exp,-212.1,0.962362,0.00868404,0.000219887,0.00868404,0.991393,0.000219887,0.032676,,,,,,,,
guesthost_Leu,PA,70,20.0,2,3,3-exp,-1178.66,0.984677,0.00992781,0.000368459,0.00493977,1.0,0.000573065,0.127992,0.01386,0.294951,0.00423004,0.132326,0.0862614,0.0104337,0.121905,0.0178841
guesthost_Thr,PA,10,74.0,0,2,3-exp,-7629.46,0.984336,0.0360448,0.000369753,0.00715542,1.0,0.000445772,0.054189,0.0173141,0.615115,0.000692845,0.070148,1.0,0.0182392,0.0171081,0.000422402
guesthost_Thr,PA,10,74.0,0,3,3-exp,-1415.4,0.987796,0.0224734,0.00048235,0.00529247,1.0,0.00156265,0.255979,0.0114874,1.0,0.00131855,0.363357,0.148677,0.0382943,0.0090776,0.00347944
guesthost_Thr,PA,10,74.0,2,0,3-exp,-8342.68,0.989295,0.0166086,7.17047e-05,0.00362916,0.726995,0.000426969,0.123919,0.00799252,0.531383,0.000746972,0.138778,0.0970919,0.100143,0.0010588,0.00192175
guesthost_Thr,PA,10,74.0,2,3,3-exp,-55043.4,0.986566,0.0128051,1.78472e-05,0.00706225,0.855292,0.214934,146558.0,0.00706281,0.829235,0.227996,146558.0,0.0905451,0.0100293,0.00121087,0.000209902
guesthost_Ala,PA,22,20.0,0,1,3-exp,-1008.51,0.996969,0.0309482,0.00021727,0.0110537,0.451401,0.00125748,0.0559692,0.0329803,0.555138,0.00217464,0.0568369,0.210152,0.036402,0.0226737,0.00590815
guesthost_Ala,PA,22,20.0,0,2,3-exp,-3200.21,0.998206,0.0351477,0.00172244,0.0170054,1.0,0.00035425,0.0163404,0.0522091,0.302741,0.0020428,0.0189094,0.842731,0.00277257,0.999449,0.0015402
guesthost_Ala,PA,22,20.0,0,3,3-exp,-1127.1,0.99423,0.0513689,0.000897557,0.00817083,0.844364,0.00091763,0.0529897,0.030511,0.704656,0.00125434,0.0518828,1.0,0.0229699,0.0654568,0.00144058
guesthost_Ala,PA,22,20.0,1,0,3-exp,-482.137,0.9416,0.00578199,0.00191565,0.00134458,0.999999,0.00457326,1.11212,0.00316857,0.764143,0.00495056,2.83285,0.00947675,0.212749,0.00321026,0.239507
guesthost_Ala,PA,22,20.0,1,2,2-exp,-716.098,0.977122,0.00764666,0.000111972,0.00280577,0.791462,0.000471321,0.0679771,0.00890104,0.609592,0.000383991,0.0732868,0.00890104,0.609592,0.000383991,0.0732868
guesthost_Ala,PA,22,20.0,1,3,1-exp,-86.2781,0.897537,0.00448718,0.000285232,0.00448718,1.1,0.000285232,0.0925077,,,,,,,,
guesthost_Ala,PA,22,20.0,2,0,3-exp,-2078.47,0.984586,0.0318911,0.000619526,0.00258105,1.0,0.000151075,0.0548263,0.0540308,0.385759,0.00116874,0.00705297,0.91257,0.00927833,0.134117,0.00125899
guesthost_Ala,PA,22,20.0,2,1,3-exp,-1025.27,0.995108,0.0455279,0.00059998,0.0114227,0.417798,0.00111182,0.0222915,0.0563909,0.574481,0.00195028,0.0215232,0.410333,0.0203737,0.0852534,0.00474061
guesthost_Ala,PA,22,20.0,2,3,3-exp,-6560.01,0.984492,0.0133798,7.29942e-05,0.00450835,1.0,0.000298117,0.0738224,0.010478,0.480354,0.000693028,0.0878759,0.115906,0.0331161,0.00273561,0.0012284
guesthost_Phe,PA,10,20.0,0,3,2-exp,-1584.44,0.841504,0.165056,0.00518241,0.0195156,1.0,0.000937782,0.0371359,1.0,0.145541,0.0195892,0.00647291,1.0,0.145541,0.0195892,0.00647291
guesthost_Trp,PA,10,18.0,0,2,3-exp,-15343.0,0.999176,0.0632645,4.15008e-05,0.0466573,0.79645,0.000467919,0.0149778,0.0974315,0.234813,0.00243587,0.0151045,0.403958,0.00798614,0.0161842,0.000746442
guesthost_Trp,PA,10,18.0,0,3,3-exp,-1639.45,0.997482,0.134849,0.000585441,0.00849446,0.442446,0.000930114,0.0450379,0.128166,0.755577,0.00126378,0.00635122,1.0,0.0342519,0.0326839,0.00163146
guesthost_Trp,PA,10,18.0,2,0,2-exp,-9550.01,0.987677,0.0130398,4.64698e-05,0.00949389,0.904867,0.560704,256202.0,0.00949423,0.468608,1.0837,256202.0,0.00949423,0.468608,1.0837,256202.0
guesthost_Trp,PA,10,18.0,2,3,2-exp,-1560.05,0.958264,0.00723325,9.24886e-05,0.00358216,1.0,0.000335393,0.0663326,0.0084187,0.433688,0.000433867,0.0863996,0.0084187,0.433688,0.000433867,0.0863996
guesthost_Leu,PA,50,20.0,0,1,3-exp,-2490.6,0.994439,0.0621581,0.00040803,0.0461057,0.691464,28.1501,340838.0,0.0461063,0.341984,56.9665,340838.0,0.999999,0.01451,0.0415392,0.000938495
guesthost_Leu,PA,50,20.0,0,2,2-exp,-933.714,0.989791,0.060365,0.00111936,0.0385586,1.0,0.000510464,0.0123038,1.0,0.0218064,0.0846156,0.00167796,1.0,0.0218064,0.0846156,0.00167796
guesthost_Leu,PA,50,20.0,0,3,2-exp,-268.102,0.958622,0.113153,0.00599192,0.0366309,0.913565,0.00222631,0.0361215,1.0,0.0796881,0.0775689,0.00931906,1.0,0.0796881,0.0775689,0.00931906
guesthost_Leu,PA,50,20.0,1,0,2-exp,-465.067,0.819744,0.00482535,0.000169396,0.00291026,1.0,0.000378863,0.0981498,0.022185,0.0863237,0.00375886,0.0240935,0.022185,0.0863237,0.00375886,0.0240935
guesthost_Leu,PA,50,20.0,1,2,3-exp,-2333.84,0.989761,0.0150678,0.0115897,0.00342299,0.930723,0.000146715,0.0251494,0.02599,0.398373,0.000743637,0.0100687,1.0,0.00152819,9.00318,0.00236097
guesthost_Leu,PA,50,20.0,1,3,2-exp,-925.027,0.977539,0.0153818,0.000190676,0.00256457,0.950435,0.000281893,0.0932658,0.0287101,0.450865,0.000559011,0.0146033,0.0287101,0.450865,0.000559011,0.0146033
guesthost_Leu,PA,50,20.0,2,0,2-exp,-210.677,0.527755,0.00845525,0.451211,0.00267603,1.0,0.000437577,0.141691,1.0,0.00577922,80.8455,0.0162849,1.0,0.00577922,80.8455,0.0162849
guesthost_Leu,PA,50,20.0,2,1,2-exp,-1796.63,0.996034,0.0209072,7.14376e-05,0.00897023,0.296035,0.000883287,0.0229794,0.0247091,0.738661,0.000293153,0.0260265,0.0247091,0.738661,0.000293153,0.0260265
guesthost_Leu,PA,50,20.0,2,3,3-exp,-1455.76,0.924856,0.00593971,0.000215878,0.00278755,0.85974,1.65098,1874610.0,0.00278816,0.572411,1.26905,1874610.0,0.0291496,0.0667993,0.00232821,0.0090831
guesthost_Leu,PA,25,20.0,0,1,3-exp,-1970.73,0.995628,0.0581754,0.000279586,0.0126986,0.37808,0.00127592,0.022559,0.0559457,0.68464,0.00163767,0.0225797,0.398531,0.037818,0.0258266,0.00380291
guesthost_Leu,PA,25,20.0,0,2,3-exp,-2777.36,0.99618,0.0824946,0.000382285,0.0060651,0.253226,0.00126809,0.0587443,0.0570058,0.936124,0.00053562,0.00925249,0.648777,0.0425328,0.014368,0.00127151
guesthost_Leu,PA,25,20.0,0,3,3-exp,-1495.68,0.995055,0.0594871,0.000272629,0.0408589,0.709756,47.8358,456705.0,0.0408595,0.40842,83.2089,456705.0,0.310659,0.0444198,0.0256077,0.00604952
guesthost_Leu,PA,25,20.0,1,0,2-exp,-665.629,0.880202,0.00589221,0.000179553,0.00235447,1.0,0.000439729,0.148887,0.0136577,0.259029,0.00108988,0.0424197,0.0136577,0.259029,0.00108988,0.0424197
guesthost_Leu,PA,25,20.0,1,2,3-exp,-1922.97,0.987447,0.0106239,0.000296126,0.00158318,0.751621,0.00041873,0.234882,0.0105132,0.826614,0.000432597,0.0278461,0.0815031,0.00912356,0.090235,0.00934641
